File Name,Flat Fee,Annual fee threshold 1,Annual fee Threshold 2,Annual fee Threshold 3,Annual fee Threshold 4,Annual fee Threshold 5,Annual fee Threshold 6,Annual fee Threshold 7,Annual fee Threshold 8,Minimum investment (Amount/No),Negotiable (Yes/No),Negotiable threshold (Number/ N/A),Verification Summary,Digit % Count,Dollar Count,Fee Count,Text Length,adviser_id1,adviser_id2,sequence_num,filing_date,Annual fee threshold 1_clean,Annual fee threshold 1_lower_bound,Annual fee threshold 1_upper_bound,Annual fee threshold 1_fee_pct,Annual fee Threshold 2_clean,Annual fee Threshold 2_lower_bound,Annual fee Threshold 2_upper_bound,Annual fee Threshold 2_fee_pct,Annual fee Threshold 3_clean,Annual fee Threshold 3_lower_bound,Annual fee Threshold 3_upper_bound,Annual fee Threshold 3_fee_pct,Annual fee Threshold 4_clean,Annual fee Threshold 4_lower_bound,Annual fee Threshold 4_upper_bound,Annual fee Threshold 4_fee_pct,Annual fee Threshold 5_clean,Annual fee Threshold 5_lower_bound,Annual fee Threshold 5_upper_bound,Annual fee Threshold 5_fee_pct,Annual fee Threshold 6_clean,Annual fee Threshold 6_lower_bound,Annual fee Threshold 6_upper_bound,Annual fee Threshold 6_fee_pct,Annual fee Threshold 7_clean,Annual fee Threshold 7_lower_bound,Annual fee Threshold 7_upper_bound,Annual fee Threshold 7_fee_pct,Annual fee Threshold 8_clean,Annual fee Threshold 8_lower_bound,Annual fee Threshold 8_upper_bound,Annual fee Threshold 8_fee_pct,Negotiable threshold (Number/ N/A)_clean,Negotiable threshold (Number/ N/A)_lower_bound,Negotiable threshold (Number/ N/A)_upper_bound,Negotiable threshold (Number/ N/A)_fee_pct,flat_fee_clean,has_flat_fee,min_investment_clean,has_min_investment,negotiable_clean,negotiable_threshold_clean,fee_structure_type,fee_tier_count,potential_multiple_products,filing_year
formadv_part2_1_extracted\10299_76725_10_20131028_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",64,109,153,29259,10299,76725,10,2013-10-28,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_11_20140331_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",66,109,161,32498,10299,76725,11,2014-03-31,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2014
formadv_part2_1_extracted\10299_76725_12_20140429_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",66,109,161,32480,10299,76725,12,2014-04-29,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2014
formadv_part2_1_extracted\10299_76725_13_20141008_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",66,109,161,32480,10299,76725,13,2014-10-08,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2014
formadv_part2_1_extracted\10299_76725_14_20141010_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",63,104,164,33724,10299,76725,14,2014-10-10,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2014
formadv_part2_1_extracted\10299_76725_1_20120330_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",57,94,112,22932,10299,76725,1,2012-03-30,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2012
formadv_part2_1_extracted\10299_76725_2_20130102_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",54,88,110,22280,10299,76725,2,2013-01-02,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_3_20130211_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",60,100,114,22676,10299,76725,3,2013-02-11,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_4_20130301_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",61,100,139,24526,10299,76725,4,2013-03-01,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_5_20130401_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",61,102,143,25017,10299,76725,5,2013-04-01,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_6_20130419_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",61,103,146,26360,10299,76725,6,2013-04-19,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_7_20130605_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",61,104,147,28338,10299,76725,7,2013-06-05,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_8_20131009_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",64,109,153,29075,10299,76725,8,2013-10-09,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10299_76725_9_20131024_fees_section.txt.txt,No,"$0 - $250,000 (2.75%) [VERIFIED]","$250,001 - $500,000 (2.50%) [VERIFIED]","$500,001 - $1,000,000 (2.00%) [VERIFIED]","$1,000,001 - $2,500,000 (1.75%) [VERIFIED]","$2,500,001 - $5,000,000 (1.50%) [VERIFIED]","$5,000,001+ (1.25%) [VERIFIED]",,,No,Yes,No,"2,3,4,5,6,7",64,109,153,29023,10299,76725,9,2013-10-24,$0 - $250000 (2.75%),0.0,250000.0,2.75,$250001 - $500000 (2.50%),250001.0,500000.0,2.5,$500001 - $1000000 (2.00%),500001.0,1000000.0,2.0,$1000001 - $2500000 (1.75%),1000001.0,2500000.0,1.75,$2500001 - $5000000 (1.50%),2500001.0,5000000.0,1.5,,,,,,,,,,,,,,,,,,False,,False,True,,Tiered,5,False,2013
formadv_part2_1_extracted\10331_248697_1_20160128_fees_section.txt.txt,"$7,800 [VERIFIED]",,,,,,,,0.65% [VERIFIED],No,Yes,No,"1,9",2,9,71,9227,10331,248697,1,2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,True,,False,True,,Flat Fee,0,False,2016
formadv_part2_1_extracted\10331_255336_1_20160330_fees_section.txt.txt,"$7,800 (Flat Rate) [VERIFIED]",,,,,,,,0.65% [VERIFIED],No,Yes,No,"1,9",2,9,71,9227,10331,255336,1,2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,True,,False,True,,Flat Fee,0,False,2016
formadv_part2_1_extracted\10331_46049_1_20110330_fees_section.txt.txt,"$7,800 (Flat Rate) [VERIFIED]",,,,,,,,0.65% [VERIFIED],No,Yes,No,"1,9",1,9,77,8284,10331,46049,1,2011-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,True,,False,True,,Flat Fee,0,False,2011
formadv_part2_1_extracted\10331_78145_1_20120402_fees_section.txt.txt,"$7,800 [VERIFIED]",,,,,,,,0.65% [VERIFIED],No,Yes,No,"1,9",1,9,76,8375,10331,78145,1,2012-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,True,,False,True,,Flat Fee,0,False,2012
formadv_part2_1_extracted\10331_97385_1_20130328_fees_section.txt.txt,"$7,800 [VERIFIED]","$0 - $1,200,000 (0.65%) [VERIFIED]","$1,200,001+ (0.65%) [VERIFIED]",,,,,,,No,Yes,No,"1,2,3",1,9,76,8377,10331,97385,1,2013-03-28,$0 - $1200000 (0.65%),0.0,1200000.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,True,,False,True,,Flat Fee,1,False,2013
formadv_part2_1_extracted\10331_97385_2_20140328_fees_section.txt.txt,"$7,800 [VERIFIED]",,,,,,,,0.65% [VERIFIED],No,Yes,No,"1,9",1,9,76,8383,10331,97385,2,2014-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,True,,False,True,,Flat Fee,0,False,2014
formadv_part2_1_extracted\10331_97385_3_20150330_fees_section.txt.txt,"$7,800 [VERIFIED]",,,,,,,,0.65% [VERIFIED],No,Yes,No,"1,9",1,9,76,8383,10331,97385,3,2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,True,,False,True,,Flat Fee,0,False,2015
formadv_part2_1_extracted\103705_104017_1_20130910_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,20,9245,103705,104017,1,2013-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2013
formadv_part2_1_extracted\103705_115800_1_20140331_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,,,,,1,0,20,9263,103705,115800,1,2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2014
formadv_part2_1_extracted\103705_115800_2_20150324_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,20,9259,103705,115800,2,2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2015
formadv_part2_1_extracted\103705_246567_1_20151130_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,,,,,1,0,20,9260,103705,246567,1,2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2015
formadv_part2_1_extracted\103705_253515_1_20160325_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,,,,,1,0,27,9960,103705,253515,1,2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2016
formadv_part2_1_extracted\103705_253515_2_20170124_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,27,8221,103705,253515,2,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2017
formadv_part2_1_extracted\103705_253515_3_20180131_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,27,8221,103705,253515,3,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2018
formadv_part2_1_extracted\103705_253515_4_20180223_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,27,8221,103705,253515,4,2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2018
formadv_part2_1_extracted\103705_253516_1_20160325_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,19,8852,103705,253516,1,2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2016
formadv_part2_1_extracted\103705_253516_2_20170124_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,19,8919,103705,253516,2,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2017
formadv_part2_1_extracted\103705_253516_3_20180131_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,,,,,1,0,19,8919,103705,253516,3,2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2018
formadv_part2_1_extracted\103705_49552_1_20110331_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,20,8949,103705,49552,1,2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2011
formadv_part2_1_extracted\103705_77473_1_20120330_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,20,8978,103705,77473,1,2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2012
formadv_part2_1_extracted\103705_81061_1_20120524_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,20,8978,103705,81061,1,2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2012
formadv_part2_1_extracted\103705_81061_2_20130401_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,20,9188,103705,81061,2,2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2013
formadv_part2_1_extracted\103727_111786_1_20140318_fees_section.txt.txt,2.25% [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2048,103727,111786,1,2014-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2014
formadv_part2_1_extracted\103727_123938_1_20141029_fees_section.txt.txt,2.25% annum [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2105,103727,123938,1,2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2014
formadv_part2_1_extracted\103727_143489_1_20150330_fees_section.txt.txt,2.25% annum [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2104,103727,143489,1,2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2015
formadv_part2_1_extracted\103727_255079_1_20160330_fees_section.txt.txt,2.25% annum [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2099,103727,255079,1,2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2016
formadv_part2_1_extracted\103727_273251_1_20170328_fees_section.txt.txt,2.25% [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2103,103727,273251,1,2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2017
formadv_part2_1_extracted\103727_286689_1_20180119_fees_section.txt.txt,2.25% annum [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2048,103727,286689,1,2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2018
formadv_part2_1_extracted\103727_294747_1_20180330_fees_section.txt.txt,2.25% [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2120,103727,294747,1,2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2018
formadv_part2_1_extracted\103727_297615_1_20180508_fees_section.txt.txt,No,,,,,,,,,No,No,No,,3,3,31,6675,103727,297615,1,2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,Unknown,0,False,2018
formadv_part2_1_extracted\103727_302629_1_20181024_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,0,0,0,0,103727,302629,1,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2018
formadv_part2_1_extracted\103727_57979_1_20110622_fees_section.txt.txt,2.25% [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2069,103727,57979,1,2011-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2011
formadv_part2_1_extracted\103727_57979_2_20110728_fees_section.txt.txt,2.25% [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2069,103727,57979,2,2011-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2011
formadv_part2_1_extracted\103727_57979_3_20120330_fees_section.txt.txt,No fee information available.,,,,,,,,,-1,-1,,-1,0,0,0,0,103727,57979,3,2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2012
formadv_part2_1_extracted\103727_57979_4_20130322_fees_section.txt.txt,2.25% [VERIFIED],,,,,,,,,No,No,No,1,2,0,14,2048,103727,57979,4,2013-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,True,,False,False,,Flat Fee,0,False,2013
formadv_part2_1_extracted\103747_41104_10_20170316_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,940,103747,41104,10,2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2017
formadv_part2_1_extracted\103747_41104_11_20170810_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,940,103747,41104,11,2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2017
formadv_part2_1_extracted\103747_41104_12_20171114_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,940,103747,41104,12,2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2017
formadv_part2_1_extracted\103747_41104_13_20180321_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,940,103747,41104,13,2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2018
formadv_part2_1_extracted\103747_41104_1_20110328_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,884,103747,41104,1,2011-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2011
formadv_part2_1_extracted\103747_41104_2_20110909_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,961,103747,41104,2,2011-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2011
formadv_part2_1_extracted\103747_41104_3_20120905_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,959,103747,41104,3,2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2012
formadv_part2_1_extracted\103747_41104_4_20130325_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,961,103747,41104,4,2013-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2013
formadv_part2_1_extracted\103747_41104_5_20130819_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,961,103747,41104,5,2013-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2013
formadv_part2_1_extracted\103747_41104_6_20140320_fees_section.txt.txt,"""No fee information available.""",,,,,,,,,-1,-1,,-1,1,0,3,1012,103747,41104,6,2014-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,No Fee Info,0,False,2014
